,creater_link,name,num_created,num_backed,num_followed
0,https://www.kisskissbankbank.com/en/users/marion-sanejouand,Marion-SANEJOUAND,1,0,0
1,https://www.kisskissbankbank.com/en/users/philippine-flornoy,Holy Shot ,1,1,0
2,https://www.kisskissbankbank.com/en/users/100jane,100JANE,1,1,0
3,https://www.kisskissbankbank.com/en/users/antoine-van-scherpenzeel,Antoine vans,1,1,0
4,https://www.kisskissbankbank.com/en/users/swami-sat-nirman,TROVAORES,1,3,0
5,https://www.kisskissbankbank.com/en/users/djavid-rawat,Les Editions du Motel,1,0,1
6,https://www.kisskissbankbank.com/en/users/salim-lahlou,Baobab Lab Traiteur,1,0,1
7,https://www.kisskissbankbank.com/en/users/justine-mauvin,Sibu Manaï,1,0,0
8,https://www.kisskissbankbank.com/en/users/antonine-berthier,La Part des Songes,1,0,0
9,https://www.kisskissbankbank.com/en/users/makisapa,Makisapa,1,4,0
10,https://www.kisskissbankbank.com/en/users/marianne-cornec-7a661fc8-a1b9-49dc-88dd-d07f838e68e8,Marianne Cornec,1,0,0
11,https://www.kisskissbankbank.com/en/users/emmanuelle-petit-da446e8b-b2e8-4ae5-b908-137106520eac,Emmanuelle-Petit,1,0,0
12,https://www.kisskissbankbank.com/en/users/ears-360,Ears 360,1,0,11
13,https://www.kisskissbankbank.com/en/users/sarah-maravilla,Sarah Maravilla,1,0,0
14,https://www.kisskissbankbank.com/en/users/ferdinand-fraulob-2bf8ca2a-fc1e-4bdc-9ff2-0512dbbc56ce,Activaterre,1,0,2
15,https://www.kisskissbankbank.com/en/users/jonas-alexander-fffcad0e-9a41-40dc-b5df-d84b229f0f56,jonas.alxndr,1,1,0
16,https://www.kisskissbankbank.com/en/users/frederic-fournier--3,ON A MISSION,1,0,0
17,https://www.kisskissbankbank.com/en/users/ulysse-castagne,Ulysse-Castagne,1,1,0
18,https://www.kisskissbankbank.com/en/users/lise-herenguel,Éditions Caurette,1,0,0
19,https://www.kisskissbankbank.com/en/users/martine-leveque-ruault,Martine Lévêque-Ruault,1,2,0
20,https://www.kisskissbankbank.com/en/users/linda-hutz,Yoga Courageux,1,1,0
21,https://www.kisskissbankbank.com/en/users/mie-croquer,MieCroquer,1,1,0
22,https://www.kisskissbankbank.com/en/users/marie-mt,Marie et Charles,1,0,0
23,https://www.kisskissbankbank.com/en/users/beethoven-2020,Beethoven-2020,1,0,0
24,https://www.kisskissbankbank.com/en/users/laetitia-pailloux,Brigadeiro D'alis,1,0,0
25,https://www.kisskissbankbank.com/en/users/pascal-recope,Pascal-Récopé,1,0,0
26,https://www.kisskissbankbank.com/en/users/nicolas-varnier,LE BARTELEUR,1,0,0
27,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,Valerie-LUCAS,1,0,0
28,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,Jean-Patrick-Capdevielle,1,0,0
29,https://www.kisskissbankbank.com/en/users/vincent-bidal,Vincent-Bidal,1,1,0
30,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,Playschool,1,0,0
31,https://www.kisskissbankbank.com/en/users/yoan-villars,S!CK MAGAZINE,2,0,0
32,https://www.kisskissbankbank.com/en/users/teaser-appat,Teaser-Appât,1,1,0
33,https://www.kisskissbankbank.com/en/users/loic-sanchez,Loïc-Sanchez,1,0,0
34,https://www.kisskissbankbank.com/en/users/fabrice-hodecent,Route 64,1,0,1
35,https://www.kisskissbankbank.com/en/users/philippe-daurenjou-4abc64ff-11d0-41d3-9bba-5a962260608e,Caremitou,1,1,0
36,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,Valerie-LUCAS,1,0,0
37,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,Jean-Patrick-Capdevielle,1,0,0
38,https://www.kisskissbankbank.com/en/users/vincent-bidal,Vincent-Bidal,1,1,0
39,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,Playschool,1,0,0
40,https://www.kisskissbankbank.com/en/users/yoan-villars,S!CK MAGAZINE,2,0,0
41,https://www.kisskissbankbank.com/en/users/teaser-appat,Teaser-Appât,1,1,0
42,https://www.kisskissbankbank.com/en/users/loic-sanchez,Loïc-Sanchez,1,0,0
43,https://www.kisskissbankbank.com/en/users/fabrice-hodecent,Route 64,1,0,1
